"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"MYBPC3",2439.22177291856,5617.9590614855,2302.68040897224,4621.6363531254,2554.9186569657,2767.42336049433,4494.18524320878,5217.4278537661,5193.63338306222,2346.79231599227,3904.20931303099
"CMYA5",3518.66545216317,5920.83287207236,3461.08866876579,3712.30585480839,3649.81290272209,4704.55156953911,4252.39912473747,2994.86815404185,4357.42462217664,5278.3854852712,2281.38413666855
"PLN",5516.83672949387,3627.67248572942,7654.49478388096,5260.35977048024,7073.0598359718,4198.6804804742,5361.19913930323,4072.62336038858,4545.92440747446,3200.29092270097,5280.11464348986
"FLNC",3175.00008197243,4455.48130525052,2556.21029816527,3075.39656313598,2464.10479672695,3294.17107912266,2413.38225818568,4352.49205106894,4414.50443470211,2684.95382679494,1859.88349788699
"ACTN2",4859.45650881,5209.73235281905,5065.82998323898,3906.94642281889,4783.9660850237,4452.48330338615,3839.73057214405,5232.45186067485,5089.59912916699,3866.79896329258,3149.58001845166
"RYR2",2370.43970007518,4128.2564655267,3456.82274189385,2783.01997398467,3807.06920472628,2306.34100488447,2674.83010497224,4565.37353739169,3031.42070528204,2277.27796592602,1563.78327556406
"TNNC1",5928.24294791682,5255.59556054591,7974.77388177607,6954.07286073703,5814.78886411498,4077.13761043436,6655.07750766273,4531.35223249089,4567.32933717151,2927.74812517046,6812.85002294443
"ZNF106",1797.70491542831,3131.44141010429,1435.86079771941,2037.86784992739,2471.98966740949,2053.09571807362,1724.08305701787,2711.58491633677,2219.60726868355,2886.1103448906,1061.99074151574
"AHNAK",1208.49428252244,2062.14103738041,1247.57449597955,1224.23248135846,2170.82069071002,1668.45775677017,1679.14196372587,1780.717314726,2046.32177165079,3001.36048277337,1049.90242130917
"XIRP2",2596.63043472397,2770.5919627898,3147.08299274117,2750.29012313087,1842.6336256578,1626.64254918765,1342.91881813421,4048.28695250333,1949.57988351019,2267.46298491229,1275.38140453058
"TNNT2",8304.99124416552,7190.24066557972,10604.0068105139,8280.95462029287,7375.16617492024,7584.96891318975,7899.00445814024,7769.02572132663,7001.24821814049,6067.88434464815,9245.71989862262
"MYL3",2969.32759701423,3854.84361506149,4179.27000450031,4705.9931973583,4034.13142480105,3406.17388698812,5306.99653692065,3824.7272463942,2934.04926038565,1854.27252130886,4832.59230489522
"MYL12A",3857.06345079154,1810.68196447909,3792.6599260278,2682.56276432023,2228.77173327889,2172.71818598745,1745.2630655119,2921.92101305928,2654.42113468641,1952.37173876044,1732.25628560083
"CKM",2424.58337985572,3458.41390755726,3500.40211248757,3497.48313858088,3878.4741525157,3035.41237975649,3826.36970657076,3764.25872272013,3040.39188905213,1732.04059280808,4198.27360774018
"MYOM2",2607.04268083562,3094.34709628944,2575.61608315134,2373.48110117656,3646.00831477037,2650.96026382007,2908.72116651387,2949.54780262289,2796.70096149623,2264.42742377403,1715.905241953
"GSN",854.232920700443,1861.27658978438,694.175041376753,1494.68838518043,1321.07424253801,1473.19622447375,1534.75351872353,1974.97399909575,1940.34638442519,2482.53249155833,1357.58198193523
"PDE4DIP",1638.27505290711,3177.17844669572,2120.58388347794,1807.92741967965,2315.06419914023,2403.16644110887,1898.83710559587,2666.69914363005,2427.25607197015,2169.92028700273,1112.63444090746
"FHL1",4048.03629418037,3241.21029792373,3401.19840130878,3640.26994750198,2514.50180234821,2528.24037312235,2906.4437462457,3677.83964165823,3632.59494400391,2568.74242788504,2331.4552314189
"HSPB7",3810.33084030223,4136.83610273558,2780.88244675401,3565.81520595233,3714.65631476869,3331.7118432634,4155.60876334001,3793.12716574728,3211.4739374396,2573.95347450573,2779.74104286869
"NRAP",2552.59275852238,3255.02603725273,2508.78322882431,2926.03354861608,2566.44269873249,2360.05031595712,3050.22487917651,3511.33391219844,2926.44211625312,2724.46671427801,1650.43744462376
"DCN",638.760674695986,1148.72510247369,645.325996411815,1439.73549471688,1022.44165780635,1416.20364525017,1223.80973810863,1338.31618566916,1464.66379235859,2332.52517864243,1374.95098938993
"MYOM1",2707.183989027,3359.24339511349,3170.33647647448,2427.602517369,2800.397288285,2340.41265550726,2709.21915102169,2999.95893324233,2937.93152704639,2048.75080490034,1509.95843927588
"MAP4",2070.81200608604,1964.42149299402,1831.83918618519,1782.52966012566,1439.62299755519,1787.33684321587,1216.21833721471,2024.3297242712,2293.73757667848,2315.42485089687,1169.83128230589
"ATP5B",2884.25342143146,3094.78869526343,2536.72086755426,2813.63334487564,3429.97388585999,2411.52948262537,3089.09285175338,3183.97197653794,2999.2083846105,2064.68750087623,2555.78900535758
"MALAT1",1769.7755964465,550.043064883744,2278.50682336459,907.289606924277,463.608340550924,1489.92230750675,505.055901472408,508.146679950923,786.841018618602,607.820525251825,1758.08711720012
"PPP1R12B",1195.63209614923,2107.43647499786,1195.88149976665,1392.34146126345,2036.94330597434,1457.77105900997,1501.27544078135,1775.1298741401,1439.95368969361,1893.7348161063,799.228833867764
"CASQ2",2110.37854131028,2431.82246417463,2447.47098574332,2119.50350563665,2688.41006901063,2219.55121847987,2161.04409247182,2202.25866559549,2763.75415794292,1658.83297669027,1630.26903670017
"TPT1",3325.85515357817,2564.36524193822,4848.93687776966,3375.02965501699,2940.22968024946,2663.65969723401,4130.10165633644,2480.63737211961,2523.47332948092,1975.59378146816,4118.93605354235
"NPPA",1585.9075798162,117.149899241784,331.822194136833,55.1040676037489,42.1813012037889,663.963547954653,13.2849515643576,37.4979345986997,141.545343928056,821.068695214905,36.83756526106
"FN1",552.767771515128,987.541476968704,182.514753618999,539.022093391404,432.509969467346,562.43002909874,407.734142012371,1158.27643345686,790.408506901444,1604.34465425842,440.714705636204
"ATP2A2",1327.92887027363,2397.44082977141,1719.33582064094,1559.61896689733,2309.88113729297,2354.22716112341,1847.59514956192,2220.07639279719,1760.18822614167,1346.6761063054,1485.40006243518
"TNS1",1235.99486195848,2014.57451932532,1280.27993533107,1301.93753142246,1472.98206582747,1518.41859711854,1395.60314033801,1563.30379326135,1742.14093247553,1941.64608940524,862.342589893621
"TCAP",3968.47448418612,3298.36582227109,4444.42663556,2943.79686258985,2720.61121921065,3386.16453580419,2880.63298320637,3689.75951490815,3016.31134314295,2688.34353673266,3354.89059374949
"CSRP3",3326.28389312394,2223.19849174997,3447.87266002528,2399.03003787076,2174.34958388263,1659.1654884185,2369.04847696519,2530.48975868047,2150.14617329409,1358.61598011591,2306.89685457819
"NPPB",1632.27269926628,297.826965169877,949.46148869352,169.771928447215,53.8707598380415,420.568065596579,6.98408882240516,211.888163551924,102.355435879777,478.657398818671,41.2275341781811
"FAM129A",1364.00424062514,1570.95680717227,1592.86363573172,1406.47652387237,1753.14310035878,1137.3736462444,965.246623661757,1974.41525503717,1807.66729814126,1604.44583962969,970.501244373417
"SYNPO",1455.44826088798,1909.91556249058,1265.64195096658,1265.12589778319,1212.67105539206,1359.58275676066,977.848349145662,1760.35419792406,1692.9305793975,1596.09804649947,840.201877094228
"THBS4",477.248362952452,542.283540055128,187.951719240097,334.630599837855,318.206914048452,843.36627559756,228.121596862256,773.98468649336,546.402800967645,1392.61426486447,182.788126070855
"FHL2",957.069163179545,1123.23853311791,1294.16510907111,1126.34528307745,1208.86646744035,980.829898746596,2656.45891480895,864.128727945864,888.566897742583,481.996516070762,1551.24959619199
"MIR6723",1048.32943792276,808.252293530282,1201.48575663763,963.98103450015,876.488841745657,3.40716506227896,840.595820983612,5.09077920048573,862.807533817945,581.917070205302,10.5613744962624
"SORBS2",2306.19001671569,2602.46892483646,2341.15739644463,2050.56672970439,2036.83302806269,2255.41937431732,2644.46450139656,2321.8919768069,2481.24056377962,2174.1700725963,1673.21438480245
"NEBL",2363.5798673428,2727.37834890686,2469.97165885217,2379.07465536405,2554.53268427495,2294.32300448297,2452.32614477148,2857.91377701415,2433.76149178003,2214.13829425011,2024.03016174456
"SPTBN1",1159.74047131734,1625.08422426944,1027.41921113757,1247.43817237952,1417.45713731477,1370.54763341563,1334.9478471956,1609.80371547067,1582.96799938519,1673.25189209702,941.171162188014
"UQCRB",1337.29989177411,839.416563980169,2373.86283579615,1070.18297549229,1629.02531080358,939.014691164082,1408.50852185767,768.707659273345,1014.37332277575,478.859769561222,1523.2555915031
"EEF2",2184.5504827291,2306.59761226566,2653.49015997045,2180.35230456809,2542.89836459652,2250.7112916858,2730.77872956042,2337.28847975471,2670.42236889622,1771.85703640498,1914.40818429239
"CSDE1",1270.60026815306,1602.49959102843,1334.48230029217,1368.90900453209,1428.48492847916,1235.80974231642,1196.10112484582,1768.17661474432,1548.49976700538,1738.16230777024,938.435384457054
"SORBS1",1723.5329740095,2165.34902615777,1772.6180837277,1669.14680497391,1505.84488349735,1712.81285103547,1551.45460069016,1862.3560299533,1739.57024238936,1882.50323989472,1050.79313964018
"LDHB",2157.23364881267,1930.41837199708,2534.37879005594,1869.07857289149,2267.31386339843,1404.99097477249,1977.48401885687,2335.984743618,1818.47468911575,1097.15298074006,1691.91946975366
"LPL",2342.26538706721,1890.10669422891,2750.68637615068,2166.89753909008,1925.72803208147,2173.21377363288,3535.99862237837,1566.59417493972,2054.08630497227,1674.1625604385,1612.45467007997
"PSAP",1222.94893006566,1903.3546634485,1075.68273672792,1396.65000975922,1583.70108911794,1398.61028383767,1393.62937610559,1674.8663569598,1685.27097220198,1426.05603007102,1074.20630719816
"FABP3",2841.9919519195,2124.65883498333,2907.85650541287,2360.25310140886,2107.41089151478,1856.1615774739,2311.42974418035,2166.37488049938,2501.0191385242,1455.6527511691,2321.72095251572
"LMOD2",2235.69298568922,2373.53139960844,2569.92818065542,2411.50215193745,1787.88064252661,2458.6103089405,1747.84414181583,1809.39950973362,2239.28091730216,1866.61713660447,1501.05125596578
"ABLIM1",1224.1126516899,1798.56953547833,1220.80789599876,1120.60055174976,1410.06851723463,1392.84907745964,1049.2075175485,1625.51063178436,1466.08029505913,1419.27661019556,970.2467534217
"PTGDS",945.431946937121,1505.03238891289,1151.88390104823,1738.91505517729,1583.64595016212,1340.87432314597,1587.74149696309,1727.63662915996,1210.06054770223,669.08826755913,1991.20082897305
"NES",1038.10093733074,958.206687982473,952.138148691599,504.100174004666,828.517950180564,1415.8319545161,432.254366899728,754.67697513542,1078.58811186691,1161.75984029946,650.351627113221
"ATP5A1",2121.83201203308,2647.07042120907,2367.33847705083,2151.85541363995,2311.09419432105,1866.32112420506,2436.46011690319,2268.87337391404,2372.22231890101,1521.82798398326,2166.48147196824
"SYNPO2L",1487.54247831445,1134.59393530613,1031.85242925938,1034.35399326433,1022.8276304971,920.120412182353,971.775228430527,1605.52001102148,1378.0472753737,1296.5387548384,769.707883468572
"GAPDH",3337.55361832713,2656.15474295965,3263.01582890796,3058.31354629311,2845.44581519153,2507.85933120435,3003.91733372361,2539.80215965696,2564.39451860763,2151.40336405932,3331.73191714322
"MYL7",1261.71923470489,944.958718762886,1163.25970604007,932.385012197863,1008.93261362997,330.247217218348,802.183332460384,1002.3247584371,1313.72756015658,1121.94339670255,768.689919661704
"SLC25A4",2814.55262098999,2635.27342004687,3181.79592709125,2678.78333581517,2569.19964652358,2200.71888795382,2839.10802031664,2704.44540892145,2545.45535287078,1563.76932037695,2825.29492322606
"LDB3",2398.67526158969,2679.30714631007,2647.04944685007,2620.88249111767,2274.70248347857,2167.76230953323,2552.68446458909,2712.76448712712,2496.97948267451,1475.83923273855,2457.8736116844
"CRYAB",3892.52633607767,3208.09037487476,3585.55335867645,3504.96640702089,2758.49168186033,3086.39595877932,3384.70200256257,3093.95210043179,2760.39652191201,2341.93541817105,3414.25060823752
"PDK4",414.836134789137,242.374751150745,294.93447353831,1179.25728214827,34.7926811236481,1039.30924090644,319.14249358034,30.4825925297377,192.224662769607,300.419367316908,82.7095593080793
"NEXN",1920.44692253261,1295.27287626942,2636.34280685775,1457.87675154116,1103.16508912968,1546.85293827465,1028.71073513492,1477.50553893122,1431.13989511247,1225.55721688865,1151.31706556846
"COL1A2",379.863237555327,806.675154337474,147.969110518795,378.47197049653,332.59818151798,362.832104904871,223.794498352722,822.036675532091,574.73285497845,1010.84185904207,232.795598083279
"TGM2",866.788864540953,1073.21167792204,772.132763820799,1247.51376094962,825.816141345288,1046.43331330939,882.424439909104,892.190096221712,1190.7541405245,1463.19106132912,786.186172592259
"ZAK",1404.55075195401,1257.73696348058,1236.19869098771,1117.95495179622,1112.15273892866,1160.41847175654,1009.65631889118,1372.27540789679,1394.9928447172,1502.80513418347,842.301427445894
"PAM",1386.3599455119,1669.68572064205,1263.3835190932,1327.93999953726,1281.92558390443,1227.69449462263,919.090906226731,1675.73551438428,1430.30048610474,1071.90723060683,882.638243293065
"TXNIP",761.563930306826,996.94122655784,749.715736336889,963.376325939341,650.419122875678,1361.13146815261,844.011951385876,498.834278974424,796.441759144486,1225.70899494556,515.216931751405
"TECRL",1993.57763934027,1958.86996303534,1632.00978820362,1932.11944035586,1721.76903449609,1443.33706883705,1419.66788117173,2118.69538749971,1608.98967862474,1555.82626873182,1837.23380318416
"MDH1",2149.45508848221,1612.78253856554,2308.20102021828,1720.017912652,1741.61905859199,1285.18266149162,1734.63510426041,1742.66063606871,1604.16307683031,878.693764156293,1929.10503675406
"MYOZ2",2273.29956870421,1723.81313773922,2473.23383822483,1854.64115600217,2145.45677103193,1798.61146214922,1599.88773839336,1863.84601410954,1701.06235415986,1318.90072189028,1682.8850409677
"IGFBP5",594.600501481315,892.219184155384,593.131126449278,758.455712395084,746.305767050042,1081.31029385599,827.159041401376,997.358144582966,841.402604120892,1329.57577855984,741.968369731401
"SYNM",1086.73225152276,1454.18542133676,1349.53851278136,1247.06022952901,1146.28375258244,1185.50759630605,1173.40283617301,1257.85704123221,1448.40024283387,1505.13239772281,822.451133211955
"A2M",610.647610194552,921.869400980175,468.331854038853,718.167004531163,1066.66310037555,717.858704394338,1242.86415435236,897.280875422197,696.027456595079,1188.32100025927,536.021567054284
"MYL9",1829.24789629594,1509.1960363819,2130.03583909616,1578.66728656282,1417.23658149148,1485.70981252066,941.333710845913,1690.5732732735,1510.72636165764,1482.97280141348,1357.70922741109
"NFE2L1",773.691134601562,1256.2859954232,940.762343699764,852.034362180326,1342.35787948528,1128.01942943705,1113.65851113787,1107.61697214471,1120.55856225328,1221.25683860944,775.752043571855
"NDUFA4",1236.54609851733,1045.3909425609,1714.98624814406,1564.4566353838,1485.77430357816,816.728439656106,1703.20670455959,783.793748855272,983.315189489829,563.855481432628,1503.97790191053
"XIRP1",1021.13510101941,1138.82066834285,756.491031957026,886.124807295951,496.36088030916,1220.88016449807,750.106322328102,810.116802282174,1093.33023256512,665.546779564488,350.752154204186
"HSPB6",1197.28580582579,972.148598446897,1128.29583481516,1127.78146590937,544.662605609185,870.189956906047,724.219645279839,807.509330008754,1241.74823774395,504.813817293384,1399.70023444442
"MFN2",1143.44836857794,1416.83876525106,1136.7440429341,1057.18174143489,1130.45887226154,967.387083864514,904.439502501468,1256.49122242232,1401.13102308621,1079.29376270994,794.647996736855
"LTBP2",198.383912680055,489.733262150763,102.382244926515,277.032109420768,123.290705217872,314.636206387543,105.140902380773,643.052328763794,384.554251665179,859.215580185762,165.037382188583
"RGS5",832.060961333298,834.685146401745,799.317591926287,1064.2870670244,1245.31331723866,946.014866655673,1284.76868728679,1239.5426526451,1182.04527206932,1192.5201931672,802.537216240087
"HSPA8",1062.78408546598,1298.17481238418,987.520248041203,953.474223256088,1353.66136542878,1187.18020460935,1224.18930815332,1234.14146007873,1266.56326653489,1013.37149332396,667.784257305847
"DST",867.523846619421,1143.29974365043,873.260324373214,889.223938670099,997.904822465583,1109.00125354396,818.732586409127,990.901546572593,1035.7782524728,1181.3898023269,566.87859494999
"DSP",780.42847032086,1263.91934911639,626.840313300083,964.283388780555,1155.43681924888,972.652702597127,855.77862277145,927.887633298288,858.610488779307,969.861783675503,533.285789323324
"DKK3",529.922078576054,796.329121232653,854.690995636542,420.65039261298,549.239138942406,720.398591077128,497.236758551672,636.223234714362,1017.67849574368,852.132604196478,319.004407977469
"COL3A1",472.532227948944,659.433439296912,157.92293988665,282.323309327849,326.753452200853,320.459361221256,189.40545230327,626.103758986568,457.740224526424,847.478077117806,205.437820773683
"ALDOA",2028.18304553484,2072.17164264667,1972.78206420903,2063.56796376179,2155.65747785899,1885.64904237653,2076.47588651357,2098.70476673683,1920.35795742868,1561.64442758016,1946.47404420875
"SPARCL1",576.960931598062,863.893764252551,441.899836557825,759.287186666197,873.897310822026,867.154482577835,1021.87847433039,870.336995263529,831.64447440606,1145.92432969484,778.424198564885
"CD36",1226.19510091223,1063.05490152035,1638.11591882424,1078.95124962402,1544.38701361689,1259.16431010695,1126.94346270222,1243.45386105523,1209.8506954503,759.902138278876,898.034945871954
"ITGB1",734.553338923095,782.197954065092,586.941350203721,601.836195145471,823.279749377479,671.769053370056,578.920232170236,874.124038327305,914.273798604239,940.467433319975,396.751393727064
"OBSCN",924.668703220376,1273.6976121118,989.527743039763,890.735710072122,1164.31419113622,1162.15302851551,902.997136331624,973.207984717247,1167.67039281199,904.597219202816,674.464644788422
"COX7C",1106.02553108257,636.785720488188,1612.26942071779,926.715869440276,985.774252184754,646.617980364869,1074.18322648949,528.571879426042,715.176474583864,386.62930364362,1110.47126781786
"KIF1C",712.565125075568,1391.85688043698,891.746007484946,921.8026123837,909.903048973756,852.348801670841,915.902517851285,1192.48398637719,1012.95682007521,895.439943102385,681.145032270998
"GPX3",963.439007859609,650.475288681762,517.180899003791,662.533816936706,726.951993556539,385.814981961334,879.615621578354,1198.56808834851,714.494454765085,632.307385100492,931.436883284832
"ASAH1",1317.51662416199,879.034300503508,1316.08026280538,1003.58944523316,1073.61060880911,1064.08862317756,914.004667627806,1402.75800042652,1255.1263188046,874.798127362187,961.021456421953
"SVIL",789.003261236331,1123.42778982105,919.014481215374,797.76176884769,938.189333310415,1075.92077821202,818.201188346552,981.092484210682,1016.26199304314,973.95979121216,544.547013936809
"GPNMB",668.588697380514,638.615201951845,1122.77522356912,1002.45561668164,724.801574279483,289.918772572101,534.434622931873,1150.95067802201,745.972292554868,477.949101219743,534.685489557768
"LUM",370.124725015614,409.866933426962,208.026669225688,544.010939018081,411.391749387541,512.189831544045,201.323951706723,521.680702703434,509.731119942548,841.255176784364,363.922060955549
"VWF",346.054061945759,837.334740245663,283.056794796835,434.709866651797,627.922428900324,662.724578841097,891.610034990746,707.494143521163,562.718813555349,628.411748306386,239.666853779642
"HSP90AB1",1170.70395398783,1388.82877318679,1298.43103594305,1176.08256220402,1404.83031643155,1392.47738672557,1355.59645762705,1387.17524945918,1280.51844128836,1212.65608205102,1100.60974343882
"CLIC5",674.039814462492,751.72762486004,794.047917555069,680.448308050682,763.288565443201,772.249448479446,532.536772708394,895.107981861015,925.920598586459,812.164382542663,438.487909808679
"PFKM",777.978530059298,1118.00243099779,912.490122470057,1029.28955906756,1121.69177828585,711.04437426978,1030.68449936734,1302.80489661211,865.220834715161,597.347839324813,859.670434900591
"SRL",856.866606481623,1089.67701109495,738.005348845294,690.803942154542,965.097143751525,769.585664885301,784.723110404371,941.918317436213,873.982166233317,750.340120693343,526.287288151102
"LAMA2",383.231905414976,695.581469596073,385.689976598169,430.174552445727,510.421314043756,599.475205594064,412.820380611296,542.72672891032,603.954781059965,769.818304663873,257.226729448127
"HSPG2",274.577054814662,578.17922808344,186.027869866478,275.520338018744,417.126200793023,506.366676710331,393.538222340743,525.46774576721,507.685060486212,694.688166491827,199.075546980754
"HRC",1103.57559082101,1248.90498400086,1176.89394290528,909.557264027312,1110.498570254,1160.66626557925,1160.34562663547,1230.60274770766,1187.08172611569,688.313488101472,880.41144746554
"COX7B",828.141056914798,568.274793952605,1238.37347723615,855.511436404979,810.211816847678,501.163006433396,936.93069832744,418.002638498419,531.713143332413,291.919796129768,1004.47578642766
"B2M",1198.63327296965,823.708257619801,1222.9826822472,1204.12592171155,1164.70016382697,894.473751531744,1135.52174571235,962.095186218625,951.679962511098,974.060976583435,1543.2331312129
"VIM",509.648822911621,397.880675561621,237.804511704315,459.880860495485,306.076343767623,438.409220831786,462.84771250222,353.126245028815,390.902282286118,657.957876718827,923.993022947105
"TPM3",179.090633120248,358.010596767433,118.023976790288,371.668999187426,68.3723052192133,268.112916173515,90.337670637632,713.578245492475,441.948842568549,404.640299730656,174.962529305552
"DYNC1H1",491.519264976056,799.483399618269,522.534218999949,581.65404692846,614.468523679769,657.520908564162,625.000035596323,709.480789062815,762.550620457487,821.726400128196,390.389119934135
"CKMT2",1376.3151904395,1485.28660621893,1426.91071585083,1455.98703728863,1404.49948269661,1327.55540517524,1336.54204138332,1369.91626631607,1383.03126635709,854.257496993264,1488.83569028336
"TRDN",1224.97013078145,649.150491759803,1703.61044315223,942.287114881116,820.853635321313,902.960689959603,842.265929180274,793.540728544007,839.304081601573,783.022995615324,1089.47576430119
"FLNA",253.936308110994,466.265430961779,157.58835738689,301.069274712938,294.166329310083,446.524468525577,305.250229944469,427.935866206684,336.18330759488,726.308595015416,465.40032795277
"CCDC80",196.668954496961,307.668313732999,154.577114889052,303.034577535568,163.266448188783,264.581854199881,179.916201185872,532.917666548408,240.910385217804,656.338910778419,240.939308538228
"ENO3",607.952675906833,595.212331365767,428.76747344225,736.535027065746,646.890229703073,227.041090059134,868.684004291111,879.649396240027,491.264121772542,266.977602110361,702.967631380745
"TPM2",764.197616088006,645.049929858502,570.881390215248,785.214066210896,345.831530915247,517.021811086913,655.365639171997,1016.4175252482,749.90702227859,602.154144460398,863.933158341854
"EIF4G2",1094.02082380091,1237.42341067721,1038.04220550494,1239.7281382292,1177.65781844513,1132.41776979017,1117.37829757589,1176.7770700635,1144.32432978457,1085.26369961519,901.661441933923
"PYGB",683.839575508743,672.302895110226,500.953647765439,646.206685794855,548.301776693433,523.154708199015,536.028817119596,633.11910105553,855.462705000329,726.055631587227,446.313506573982
"MYH11",152.447532775751,172.917541099477,27.6030562301878,124.796729237023,83.8663518051802,216.633749505264,105.824128461226,196.73999129682,106.342628666483,530.869050396821,532.904052895748
"PKM",865.931385449406,1006.71948955325,750.552192586288,858.15703635852,1064.73323692178,836.366100105968,885.005516213036,880.021892279087,964.42848681596,773.815126829255,727.526008221452
"HSP90AA1",1686.17138502066,1155.28600151577,1984.82703420038,1317.20642258289,1147.27625378723,1207.93293726141,1288.79212976057,1244.38510115288,1141.64871357244,1096.39409045549,1166.20478624392
"POSTN",255.52876928101,217.771379742939,28.0212843548876,153.293620165161,59.0538216853044,287.998370446089,60.8830351692276,255.532282795113,266.250044638579,575.390613758033,107.395181624645
"TLN1",441.295489614017,715.642680128592,388.450282221188,486.034505750487,529.058281111574,591.174112533239,451.612439179221,609.031023862987,673.678191764333,720.642214223989,394.651843375397
"NMRK2",837.328332895659,433.71327802222,459.967291544857,401.602072947487,286.667431318298,464.17977839375,229.336221005282,306.06757876091,583.231871181691,305.124487081218,538.884590261102
"PDLIM5",1708.09835036165,1439.73882633063,2140.32425096377,1700.28929585559,1671.37202887483,1605.82786807991,1519.64663094464,1536.91865716128,1552.06725528822,1291.83363507409,1589.932220853
"SPARC",615.424993704599,669.022445589185,353.653702246164,641.746960158886,601.400591149967,446.338623158544,607.843469576066,790.436594885174,690.04666741502,735.61764917276,479.588198511002
"VCL",576.654689065367,878.718872664947,685.726833257817,608.336812174171,487.759203200936,600.961968530331,318.914751553523,672.727846542236,762.498157394504,543.972555976996,407.058277271609
"IDH2",529.799581562976,647.510266999283,459.549063420157,705.921656174775,799.51485941822,368.097723637483,1012.61696523981,727.795177649929,660.352573766659,352.276870095593,611.669002452211
"NNT",684.145818041439,780.49464373686,585.770311454561,656.486731328613,879.742040139152,634.661928419054,719.968460779245,834.887788879659,884.946946396758,568.358230454387,649.842645209786
"PALLD",963.684001885765,1048.54522094652,966.608841806213,932.082657917459,909.186242548071,1020.7247042031,932.072201755332,1065.46283705776,916.844488690405,1001.43161951345,669.947430395443
"MYH9",553.257759567441,673.816948735321,316.59869039776,598.283532350717,445.08165139475,560.014039327306,501.867513096962,536.518461592654,612.978427893036,773.815126829255,474.053020311153
"OGDH",783.919635193588,1053.97057976978,751.137711960868,795.569700314756,969.342843349815,853.401925417363,937.613924407893,996.364821812139,875.660984248772,716.443021316056,647.234112954686
"ATP5C1",818.708786907781,753.557106323698,1012.11206177355,787.859666164437,895.622059415872,562.182235276029,978.455661217175,516.589923502948,739.099631304098,365.936895217784,969.610526042407
"LRP1",120.414563855816,352.332895673324,136.2587230272,177.330785457332,251.764472283006,373.796981559841,214.153419217445,318.173700030358,268.715808598779,584.396111801551,128.263439665452
"AEBP1",115.269689306534,258.650827620524,26.7665999807882,138.629437565536,34.4067084328944,149.853314284597,40.7658228003432,272.66710059187,163.68475650687,525.50622571922,88.9445876251499
"ACO2",529.677084549898,852.47527649662,459.465417795217,617.407440586311,764.722178294572,615.829597893003,714.578566144563,732.637626157708,733.48608356492,563.80488874699,466.609159973426
"RPLP1",881.794748643025,631.486532800353,1129.88510168902,899.352807063655,843.460607208311,770.267097897757,1078.35849698114,603.257335257558,757.933870914985,417.794397996468,1136.68383584473
"NDRG4",940.593314920535,944.958718762886,1096.00862358834,965.26604019187,1013.17831322826,877.685720043061,927.745103245799,1100.47746472939,1127.32629737809,715.835909088403,908.978056795792
"EEF1A2",1178.54376282483,1132.76445384247,1627.07469633216,1184.47289348525,1219.39800800234,961.378083663767,1354.07817744827,1246.55799471406,1243.1122773815,731.519641636103,1154.24371151321
"SLC25A3",1169.41773535051,1145.38156738494,1173.54811790768,1201.25355604771,1153.06584414854,867.959812501646,1229.9587728327,1216.63414624291,1107.54772263351,707.84226475764,1243.0610536625
"AKAP13",534.454468059946,742.580217541754,545.871348358199,488.604517133927,616.894637735934,701.256518272688,389.059295813331,536.704709612184,536.95944963071,617.584913579909,294.70052208848
"HADHB",980.466092677471,981.106749062047,1151.29838167365,975.546085725628,904.223736524096,819.887810895674,1328.72289846258,890.886360085002,1147.99674419338,660.032176829974,800.246797674632
"APP",751.886666273653,811.46965748361,611.95139206077,874.181813219967,890.053024877856,745.301870259603,1044.88041903896,847.242240841813,938.983901269219,731.266678207914,752.148007800088
"FBXO32",527.472138314491,482.289165160709,675.522067015141,357.382759438306,533.248841754042,357.008950071157,420.259953487337,635.291994616712,435.653275010593,741.4358080211,504.01932987585
"KANK2",504.687693881957,533.451560575403,487.486702150105,413.091535602864,382.223241757731,507.853439646599,390.04617792954,497.282212145008,556.895413564239,738.956766424851,414.756628561053
"MYOM3",419.001033233794,865.975587987057,507.812589010516,550.587144616882,703.297381508924,703.858353411156,723.764161226204,657.269260921248,664.339766553364,623.40307242825,513.689986041102
"UQCRC2",805.417860988802,930.638294892188,833.695943776611,776.219026368858,980.205217646738,722.31899320314,873.011102800645,871.889062092945,928.806067050522,598.562063780118,763.60010062736
"UBC",695.90553129694,708.577096544812,804.001746922925,692.391302126666,782.366644157595,664.768877878464,754.281592819757,709.046210350579,929.64547605825,791.724937545015,774.41596607534
"APLP2",682.247114338727,668.833188886048,560.342041472812,572.432241376118,673.908318055827,705.654858625812,633.198748561755,626.600420371981,815.853092448185,640.250436745617,495.8756194209
"SLC8A1",668.037460821663,845.851291886826,714.751865111984,680.901839471289,864.689105199761,672.388537926834,624.696379560566,765.913938980395,646.292472887222,681.888217025479,459.547036063275
"ITGA7",463.589945994239,647.69952370242,410.449081580399,415.056838425494,438.85094938687,551.093461709703,417.527049165526,605.616476838271,699.857260192836,393.003982033975,316.968480363732
"SYNPO2",584.249503876212,750.970598047493,577.405748960565,635.851051690995,534.737593561234,709.991250523258,627.201541855559,516.217427463888,749.854559215608,695.092907976929,412.720700947316
